No,Komentar,Label
1969,"Assalamualaikum ibuk risma 😊
Kami seluruh rakyat kecil sangat bahagia dengn bergabungnya ibuk risma di kabinet pakde jokowi 😁
Tapi mimpi buruk bagi TIKUS BERDASI 😁 Selamat berkerja ibuk risma.",p
1970,"Horeee.. Ibu Risma Jd Mensos,Ibu Risma Spesialis Mesin Pembunuh Ahli Kitan Bansos Smp Keakarnya Tp,Ngasteteh Bu Elmu Santed Bkl Gentayangan Yg Dirugikan Ak Melawan,Selebihnya Mohon Maaf.",p
1971,Gus yaqut dan bu risma..,p
1972,Keren pak sandiaga uno jadi menteri,p
1973,Selamat menjlnkn tugas  pak sadiagauno,p
1974,Pas bgt pada penempatanya..gk kyk kmren yg bukan porsi nya mala d buat mentri agama..kacau jd nya..satu lg pak..ktua PBNU kyk nya kurang pas jd nhkodanya.,n
1975,Kok menteri Pendidikan gak diganti ya... pak....,n
1976,pak wishnutama brrti kembali ke Net.TV kah?   semoga ada nama DR. Tirta nantinya sebagai kemenkes,n
1977,Lawan main di pilpres jd mentri nya,p
1978,Aku belum dipanggil lho pak de,n
1979,Ternyata mentri pendidikan gak di ganti 😢,n
1980,Calon menteri Agama nya dari mana itu,n
1981,Pengalihan isu pak lurah..,n
1982,loh..  knapa mendikbud kok tidak ganti?????????????,n
1983,Menteri kesehatan??,n
1984,Hidup pak sandi di tangan bapak indonesia lebih baik lg,n
1985,"Banser aja jdi mentri....waduw ,lah klo pak kapolri jadi apa ya....",n
1986,Mantap.... Pak sandiaga uno,p
1987,Lengkap sudah lawan jadi kawan wkwkwk percuma kita pilpress kalau gini ujungnya buang buang duit,p
1988,mantap..ibu risma,p
1989,Pak Wakil presiden kalem2 saja... kontribusinya donk ... kami butuh kontribusi pak maruf...  kerjaannya kok cuma jadi pendamping aja...,n
1990,Knpa gk ahokkk di bikinnn  mentri ya pakkk.,n
1991,Bu susi kok nggak di panggil sih...jd mentri ke lautan sih...,n
1992,"YANG COCOK JADI MENTERI AGAMA ITU ADALAH HABIB RIZIEK SHIHAB, PASTI TOP",n
1993,Bu susi pak??,n
1994,Pak ko gak pake masker,n
1995,Giliiiiiiiiing... Terkaget-kaget saya melihat ini.... Hmmm...,n
1996,Pak budi gunadi apakah ada basic untuk urusan kesehatan?,p
1997,"Perpuan ni di Surabaya ,udh gk ada pegemarnya ...",p
1998,Happy Ending... Ngak ada Opisisi.,n
1999,Awalnya berharap bu susi balik lg jdi menteri KKP,n
2000,Mas wisnu tama diganti apa masih kangen net TV 😄,n
